location_id,report_id
KANSAS,KANSAS|2022|39
MINNESOTA,MINNESOTA|2022|39
MISSOURI,MISSOURI|2022|39
SOUTH DAKOTA,SOUTH DAKOTA|2022|39
DELAWARE,DELAWARE|2022|39
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|39
FLORIDA,FLORIDA|2022|39
GEORGIA,GEORGIA|2022|39
NORTH CAROLINA,NORTH CAROLINA|2022|39
SOUTH CAROLINA,SOUTH CAROLINA|2022|39
VIRGINIA,VIRGINIA|2022|39
WEST VIRGINIA,WEST VIRGINIA|2022|39
ALABAMA,ALABAMA|2022|39
KENTUCKY,KENTUCKY|2022|39
MISSISSIPPI,MISSISSIPPI|2022|39
TENNESSEE,TENNESSEE|2022|39
ARKANSAS,ARKANSAS|2022|39
LOUISIANA,LOUISIANA|2022|39
OKLAHOMA,OKLAHOMA|2022|39
ARIZONA,ARIZONA|2022|39
COLORADO,COLORADO|2022|39
IDAHO,IDAHO|2022|39
MONTANA,MONTANA|2022|39
NEW MEXICO,NEW MEXICO|2022|39
UTAH,UTAH|2022|39
WYOMING,WYOMING|2022|39
ALASKA,ALASKA|2022|39
CALIFORNIA,CALIFORNIA|2022|39
OREGON,OREGON|2022|39
WASHINGTON,WASHINGTON|2022|39
MAINE,MAINE|2022|40
VERMONT,VERMONT|2022|40
NEW JERSEY,NEW JERSEY|2022|40
NEW YORK,NEW YORK|2022|40
PENNSYLVANIA,PENNSYLVANIA|2022|40
ILLINOIS,ILLINOIS|2022|40
MICHIGAN,MICHIGAN|2022|40
WISCONSIN,WISCONSIN|2022|40
IOWA,IOWA|2022|40
KANSAS,KANSAS|2022|40
MINNESOTA,MINNESOTA|2022|40
NORTH DAKOTA,NORTH DAKOTA|2022|40
SOUTH DAKOTA,SOUTH DAKOTA|2022|40
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|40
FLORIDA,FLORIDA|2022|40
GEORGIA,GEORGIA|2022|40
NORTH CAROLINA,NORTH CAROLINA|2022|40
SOUTH CAROLINA,SOUTH CAROLINA|2022|40
VIRGINIA,VIRGINIA|2022|40
WEST VIRGINIA,WEST VIRGINIA|2022|40
KENTUCKY,KENTUCKY|2022|40
MISSISSIPPI,MISSISSIPPI|2022|40
ARKANSAS,ARKANSAS|2022|40
LOUISIANA,LOUISIANA|2022|40
OKLAHOMA,OKLAHOMA|2022|40
COLORADO,COLORADO|2022|40
IDAHO,IDAHO|2022|40
MONTANA,MONTANA|2022|40
NEW MEXICO,NEW MEXICO|2022|40
UTAH,UTAH|2022|40
WYOMING,WYOMING|2022|40
ALASKA,ALASKA|2022|40
CALIFORNIA,CALIFORNIA|2022|40
OREGON,OREGON|2022|40
WASHINGTON,WASHINGTON|2022|40
NON-US RESIDENTS,NON-US RESIDENTS|2022|40
MAINE,MAINE|2022|41
MASSACHUSETTS,MASSACHUSETTS|2022|41
VERMONT,VERMONT|2022|41
NEW JERSEY,NEW JERSEY|2022|41
NEW YORK,NEW YORK|2022|41
PENNSYLVANIA,PENNSYLVANIA|2022|41
ILLINOIS,ILLINOIS|2022|41
INDIANA,INDIANA|2022|41
MICHIGAN,MICHIGAN|2022|41
WISCONSIN,WISCONSIN|2022|41
IOWA,IOWA|2022|41
KANSAS,KANSAS|2022|41
MINNESOTA,MINNESOTA|2022|41
MISSOURI,MISSOURI|2022|41
NEBRASKA,NEBRASKA|2022|41
SOUTH DAKOTA,SOUTH DAKOTA|2022|41
DELAWARE,DELAWARE|2022|41
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|41
FLORIDA,FLORIDA|2022|41
GEORGIA,GEORGIA|2022|41
SOUTH CAROLINA,SOUTH CAROLINA|2022|41
VIRGINIA,VIRGINIA|2022|41
WEST VIRGINIA,WEST VIRGINIA|2022|41
KENTUCKY,KENTUCKY|2022|41
MISSISSIPPI,MISSISSIPPI|2022|41
TENNESSEE,TENNESSEE|2022|41
ARKANSAS,ARKANSAS|2022|41
LOUISIANA,LOUISIANA|2022|41
OKLAHOMA,OKLAHOMA|2022|41
ARIZONA,ARIZONA|2022|41
COLORADO,COLORADO|2022|41
IDAHO,IDAHO|2022|41
MONTANA,MONTANA|2022|41
NEW MEXICO,NEW MEXICO|2022|41
UTAH,UTAH|2022|41
WYOMING,WYOMING|2022|41
ALASKA,ALASKA|2022|41
CALIFORNIA,CALIFORNIA|2022|41
OREGON,OREGON|2022|41
WASHINGTON,WASHINGTON|2022|41
NON-US RESIDENTS,NON-US RESIDENTS|2022|41
MAINE,MAINE|2022|42
MASSACHUSETTS,MASSACHUSETTS|2022|42
NEW JERSEY,NEW JERSEY|2022|42
NEW YORK,NEW YORK|2022|42
PENNSYLVANIA,PENNSYLVANIA|2022|42
ILLINOIS,ILLINOIS|2022|42
MICHIGAN,MICHIGAN|2022|42
WISCONSIN,WISCONSIN|2022|42
IOWA,IOWA|2022|42
KANSAS,KANSAS|2022|42
MINNESOTA,MINNESOTA|2022|42
MISSOURI,MISSOURI|2022|42
NEBRASKA,NEBRASKA|2022|42
NORTH DAKOTA,NORTH DAKOTA|2022|42
SOUTH DAKOTA,SOUTH DAKOTA|2022|42
DELAWARE,DELAWARE|2022|42
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|42
FLORIDA,FLORIDA|2022|42
GEORGIA,GEORGIA|2022|42
NORTH CAROLINA,NORTH CAROLINA|2022|42
SOUTH CAROLINA,SOUTH CAROLINA|2022|42
VIRGINIA,VIRGINIA|2022|42
WEST VIRGINIA,WEST VIRGINIA|2022|42
ALABAMA,ALABAMA|2022|42
KENTUCKY,KENTUCKY|2022|42
MISSISSIPPI,MISSISSIPPI|2022|42
TENNESSEE,TENNESSEE|2022|42
ARKANSAS,ARKANSAS|2022|42
LOUISIANA,LOUISIANA|2022|42
OKLAHOMA,OKLAHOMA|2022|42
ARIZONA,ARIZONA|2022|42
IDAHO,IDAHO|2022|42
MONTANA,MONTANA|2022|42
NEW MEXICO,NEW MEXICO|2022|42
UTAH,UTAH|2022|42
WYOMING,WYOMING|2022|42
ALASKA,ALASKA|2022|42
CALIFORNIA,CALIFORNIA|2022|42
OREGON,OREGON|2022|42
WASHINGTON,WASHINGTON|2022|42
NON-US RESIDENTS,NON-US RESIDENTS|2022|42
MAINE,MAINE|2022|43
MASSACHUSETTS,MASSACHUSETTS|2022|43
VERMONT,VERMONT|2022|43
NEW JERSEY,NEW JERSEY|2022|43
NEW YORK,NEW YORK|2022|43
PENNSYLVANIA,PENNSYLVANIA|2022|43
ILLINOIS,ILLINOIS|2022|43
MICHIGAN,MICHIGAN|2022|43
WISCONSIN,WISCONSIN|2022|43
IOWA,IOWA|2022|43
KANSAS,KANSAS|2022|43
MINNESOTA,MINNESOTA|2022|43
MISSOURI,MISSOURI|2022|43
NEBRASKA,NEBRASKA|2022|43
SOUTH DAKOTA,SOUTH DAKOTA|2022|43
DELAWARE,DELAWARE|2022|43
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|43
FLORIDA,FLORIDA|2022|43
GEORGIA,GEORGIA|2022|43
NORTH CAROLINA,NORTH CAROLINA|2022|43
SOUTH CAROLINA,SOUTH CAROLINA|2022|43
VIRGINIA,VIRGINIA|2022|43
ALABAMA,ALABAMA|2022|43
KENTUCKY,KENTUCKY|2022|43
MISSISSIPPI,MISSISSIPPI|2022|43
TENNESSEE,TENNESSEE|2022|43
ARKANSAS,ARKANSAS|2022|43
LOUISIANA,LOUISIANA|2022|43
OKLAHOMA,OKLAHOMA|2022|43
ARIZONA,ARIZONA|2022|43
IDAHO,IDAHO|2022|43
MONTANA,MONTANA|2022|43
NEW MEXICO,NEW MEXICO|2022|43
UTAH,UTAH|2022|43
WYOMING,WYOMING|2022|43
ALASKA,ALASKA|2022|43
CALIFORNIA,CALIFORNIA|2022|43
OREGON,OREGON|2022|43
WASHINGTON,WASHINGTON|2022|43
NON-US RESIDENTS,NON-US RESIDENTS|2022|43
MAINE,MAINE|2022|44
VERMONT,VERMONT|2022|44
NEW JERSEY,NEW JERSEY|2022|44
NEW YORK,NEW YORK|2022|44
PENNSYLVANIA,PENNSYLVANIA|2022|44
ILLINOIS,ILLINOIS|2022|44
MICHIGAN,MICHIGAN|2022|44
WISCONSIN,WISCONSIN|2022|44
IOWA,IOWA|2022|44
KANSAS,KANSAS|2022|44
MINNESOTA,MINNESOTA|2022|44
MISSOURI,MISSOURI|2022|44
NEBRASKA,NEBRASKA|2022|44
SOUTH DAKOTA,SOUTH DAKOTA|2022|44
DELAWARE,DELAWARE|2022|44
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|44
FLORIDA,FLORIDA|2022|44
GEORGIA,GEORGIA|2022|44
NORTH CAROLINA,NORTH CAROLINA|2022|44
SOUTH CAROLINA,SOUTH CAROLINA|2022|44
VIRGINIA,VIRGINIA|2022|44
WEST VIRGINIA,WEST VIRGINIA|2022|44
ALABAMA,ALABAMA|2022|44
KENTUCKY,KENTUCKY|2022|44
MISSISSIPPI,MISSISSIPPI|2022|44
TENNESSEE,TENNESSEE|2022|44
ARKANSAS,ARKANSAS|2022|44
LOUISIANA,LOUISIANA|2022|44
OKLAHOMA,OKLAHOMA|2022|44
ARIZONA,ARIZONA|2022|44
IDAHO,IDAHO|2022|44
MONTANA,MONTANA|2022|44
NEW MEXICO,NEW MEXICO|2022|44
UTAH,UTAH|2022|44
WYOMING,WYOMING|2022|44
ALASKA,ALASKA|2022|44
CALIFORNIA,CALIFORNIA|2022|44
OREGON,OREGON|2022|44
WASHINGTON,WASHINGTON|2022|44
US TERRITORIES,US TERRITORIES|2022|44
PUERTO RICO,PUERTO RICO|2022|44
NON-US RESIDENTS,NON-US RESIDENTS|2022|44
MAINE,MAINE|2022|45
VERMONT,VERMONT|2022|45
NEW JERSEY,NEW JERSEY|2022|45
NEW YORK,NEW YORK|2022|45
PENNSYLVANIA,PENNSYLVANIA|2022|45
ILLINOIS,ILLINOIS|2022|45
MICHIGAN,MICHIGAN|2022|45
WISCONSIN,WISCONSIN|2022|45
IOWA,IOWA|2022|45
KANSAS,KANSAS|2022|45
MINNESOTA,MINNESOTA|2022|45
MISSOURI,MISSOURI|2022|45
NEBRASKA,NEBRASKA|2022|45
SOUTH DAKOTA,SOUTH DAKOTA|2022|45
DELAWARE,DELAWARE|2022|45
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|45
FLORIDA,FLORIDA|2022|45
GEORGIA,GEORGIA|2022|45
NORTH CAROLINA,NORTH CAROLINA|2022|45
SOUTH CAROLINA,SOUTH CAROLINA|2022|45
VIRGINIA,VIRGINIA|2022|45
WEST VIRGINIA,WEST VIRGINIA|2022|45
ALABAMA,ALABAMA|2022|45
KENTUCKY,KENTUCKY|2022|45
MISSISSIPPI,MISSISSIPPI|2022|45
ARKANSAS,ARKANSAS|2022|45
LOUISIANA,LOUISIANA|2022|45
OKLAHOMA,OKLAHOMA|2022|45
COLORADO,COLORADO|2022|45
IDAHO,IDAHO|2022|45
MONTANA,MONTANA|2022|45
NEW MEXICO,NEW MEXICO|2022|45
UTAH,UTAH|2022|45
WYOMING,WYOMING|2022|45
ALASKA,ALASKA|2022|45
CALIFORNIA,CALIFORNIA|2022|45
OREGON,OREGON|2022|45
WASHINGTON,WASHINGTON|2022|45
MAINE,MAINE|2022|46
MASSACHUSETTS,MASSACHUSETTS|2022|46
RHODE ISLAND,RHODE ISLAND|2022|46
VERMONT,VERMONT|2022|46
NEW JERSEY,NEW JERSEY|2022|46
NEW YORK,NEW YORK|2022|46
PENNSYLVANIA,PENNSYLVANIA|2022|46
ILLINOIS,ILLINOIS|2022|46
MICHIGAN,MICHIGAN|2022|46
WISCONSIN,WISCONSIN|2022|46
IOWA,IOWA|2022|46
KANSAS,KANSAS|2022|46
MINNESOTA,MINNESOTA|2022|46
MISSOURI,MISSOURI|2022|46
NEBRASKA,NEBRASKA|2022|46
SOUTH DAKOTA,SOUTH DAKOTA|2022|46
DELAWARE,DELAWARE|2022|46
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|46
FLORIDA,FLORIDA|2022|46
GEORGIA,GEORGIA|2022|46
NORTH CAROLINA,NORTH CAROLINA|2022|46
SOUTH CAROLINA,SOUTH CAROLINA|2022|46
VIRGINIA,VIRGINIA|2022|46
WEST VIRGINIA,WEST VIRGINIA|2022|46
ALABAMA,ALABAMA|2022|46
KENTUCKY,KENTUCKY|2022|46
MISSISSIPPI,MISSISSIPPI|2022|46
TENNESSEE,TENNESSEE|2022|46
ARKANSAS,ARKANSAS|2022|46
LOUISIANA,LOUISIANA|2022|46
OKLAHOMA,OKLAHOMA|2022|46
ARIZONA,ARIZONA|2022|46
IDAHO,IDAHO|2022|46
MONTANA,MONTANA|2022|46
NEW MEXICO,NEW MEXICO|2022|46
UTAH,UTAH|2022|46
WYOMING,WYOMING|2022|46
ALASKA,ALASKA|2022|46
CALIFORNIA,CALIFORNIA|2022|46
OREGON,OREGON|2022|46
WASHINGTON,WASHINGTON|2022|46
NON-US RESIDENTS,NON-US RESIDENTS|2022|46
MAINE,MAINE|2022|47
RHODE ISLAND,RHODE ISLAND|2022|47
NEW JERSEY,NEW JERSEY|2022|47
NEW YORK,NEW YORK|2022|47
PENNSYLVANIA,PENNSYLVANIA|2022|47
ILLINOIS,ILLINOIS|2022|47
MICHIGAN,MICHIGAN|2022|47
WISCONSIN,WISCONSIN|2022|47
KANSAS,KANSAS|2022|47
MINNESOTA,MINNESOTA|2022|47
MISSOURI,MISSOURI|2022|47
SOUTH DAKOTA,SOUTH DAKOTA|2022|47
DELAWARE,DELAWARE|2022|47
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|47
FLORIDA,FLORIDA|2022|47
NORTH CAROLINA,NORTH CAROLINA|2022|47
SOUTH CAROLINA,SOUTH CAROLINA|2022|47
VIRGINIA,VIRGINIA|2022|47
WEST VIRGINIA,WEST VIRGINIA|2022|47
ALABAMA,ALABAMA|2022|47
KENTUCKY,KENTUCKY|2022|47
MISSISSIPPI,MISSISSIPPI|2022|47
ARKANSAS,ARKANSAS|2022|47
LOUISIANA,LOUISIANA|2022|47
OKLAHOMA,OKLAHOMA|2022|47
ARIZONA,ARIZONA|2022|47
IDAHO,IDAHO|2022|47
MONTANA,MONTANA|2022|47
NEW MEXICO,NEW MEXICO|2022|47
UTAH,UTAH|2022|47
WYOMING,WYOMING|2022|47
ALASKA,ALASKA|2022|47
CALIFORNIA,CALIFORNIA|2022|47
OREGON,OREGON|2022|47
WASHINGTON,WASHINGTON|2022|47
MAINE,MAINE|2022|48
VERMONT,VERMONT|2022|48
NEW JERSEY,NEW JERSEY|2022|48
NEW YORK,NEW YORK|2022|48
PENNSYLVANIA,PENNSYLVANIA|2022|48
ILLINOIS,ILLINOIS|2022|48
MICHIGAN,MICHIGAN|2022|48
WISCONSIN,WISCONSIN|2022|48
IOWA,IOWA|2022|48
KANSAS,KANSAS|2022|48
MINNESOTA,MINNESOTA|2022|48
MISSOURI,MISSOURI|2022|48
NEBRASKA,NEBRASKA|2022|48
SOUTH DAKOTA,SOUTH DAKOTA|2022|48
DELAWARE,DELAWARE|2022|48
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|48
FLORIDA,FLORIDA|2022|48
NORTH CAROLINA,NORTH CAROLINA|2022|48
SOUTH CAROLINA,SOUTH CAROLINA|2022|48
VIRGINIA,VIRGINIA|2022|48
WEST VIRGINIA,WEST VIRGINIA|2022|48
ALABAMA,ALABAMA|2022|48
KENTUCKY,KENTUCKY|2022|48
MISSISSIPPI,MISSISSIPPI|2022|48
ARKANSAS,ARKANSAS|2022|48
LOUISIANA,LOUISIANA|2022|48
OKLAHOMA,OKLAHOMA|2022|48
TEXAS,TEXAS|2022|48
ARIZONA,ARIZONA|2022|48
COLORADO,COLORADO|2022|48
IDAHO,IDAHO|2022|48
MONTANA,MONTANA|2022|48
NEW MEXICO,NEW MEXICO|2022|48
UTAH,UTAH|2022|48
ALASKA,ALASKA|2022|48
CALIFORNIA,CALIFORNIA|2022|48
OREGON,OREGON|2022|48
WASHINGTON,WASHINGTON|2022|48
MAINE,MAINE|2022|49
MASSACHUSETTS,MASSACHUSETTS|2022|49
RHODE ISLAND,RHODE ISLAND|2022|49
NEW JERSEY,NEW JERSEY|2022|49
NEW YORK,NEW YORK|2022|49
PENNSYLVANIA,PENNSYLVANIA|2022|49
ILLINOIS,ILLINOIS|2022|49
MICHIGAN,MICHIGAN|2022|49
WISCONSIN,WISCONSIN|2022|49
IOWA,IOWA|2022|49
KANSAS,KANSAS|2022|49
MINNESOTA,MINNESOTA|2022|49
MISSOURI,MISSOURI|2022|49
NEBRASKA,NEBRASKA|2022|49
NORTH DAKOTA,NORTH DAKOTA|2022|49
DELAWARE,DELAWARE|2022|49
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|49
FLORIDA,FLORIDA|2022|49
NORTH CAROLINA,NORTH CAROLINA|2022|49
SOUTH CAROLINA,SOUTH CAROLINA|2022|49
VIRGINIA,VIRGINIA|2022|49
WEST VIRGINIA,WEST VIRGINIA|2022|49
ALABAMA,ALABAMA|2022|49
KENTUCKY,KENTUCKY|2022|49
MISSISSIPPI,MISSISSIPPI|2022|49
ARKANSAS,ARKANSAS|2022|49
LOUISIANA,LOUISIANA|2022|49
OKLAHOMA,OKLAHOMA|2022|49
ARIZONA,ARIZONA|2022|49
IDAHO,IDAHO|2022|49
MONTANA,MONTANA|2022|49
NEW MEXICO,NEW MEXICO|2022|49
UTAH,UTAH|2022|49
WYOMING,WYOMING|2022|49
ALASKA,ALASKA|2022|49
CALIFORNIA,CALIFORNIA|2022|49
OREGON,OREGON|2022|49
WASHINGTON,WASHINGTON|2022|49
MAINE,MAINE|2022|50
VERMONT,VERMONT|2022|50
NEW JERSEY,NEW JERSEY|2022|50
NEW YORK,NEW YORK|2022|50
PENNSYLVANIA,PENNSYLVANIA|2022|50
ILLINOIS,ILLINOIS|2022|50
MICHIGAN,MICHIGAN|2022|50
WISCONSIN,WISCONSIN|2022|50
IOWA,IOWA|2022|50
KANSAS,KANSAS|2022|50
MINNESOTA,MINNESOTA|2022|50
MISSOURI,MISSOURI|2022|50
NEBRASKA,NEBRASKA|2022|50
SOUTH DAKOTA,SOUTH DAKOTA|2022|50
DELAWARE,DELAWARE|2022|50
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|50
FLORIDA,FLORIDA|2022|50
GEORGIA,GEORGIA|2022|50
NORTH CAROLINA,NORTH CAROLINA|2022|50
SOUTH CAROLINA,SOUTH CAROLINA|2022|50
VIRGINIA,VIRGINIA|2022|50
WEST VIRGINIA,WEST VIRGINIA|2022|50
ALABAMA,ALABAMA|2022|50
KENTUCKY,KENTUCKY|2022|50
MISSISSIPPI,MISSISSIPPI|2022|50
TENNESSEE,TENNESSEE|2022|50
ARKANSAS,ARKANSAS|2022|50
LOUISIANA,LOUISIANA|2022|50
OKLAHOMA,OKLAHOMA|2022|50
ARIZONA,ARIZONA|2022|50
COLORADO,COLORADO|2022|50
IDAHO,IDAHO|2022|50
MONTANA,MONTANA|2022|50
UTAH,UTAH|2022|50
CALIFORNIA,CALIFORNIA|2022|50
OREGON,OREGON|2022|50
WASHINGTON,WASHINGTON|2022|50
NON-US RESIDENTS,NON-US RESIDENTS|2022|50
MAINE,MAINE|2022|51
NEW JERSEY,NEW JERSEY|2022|51
NEW YORK,NEW YORK|2022|51
PENNSYLVANIA,PENNSYLVANIA|2022|51
ILLINOIS,ILLINOIS|2022|51
MICHIGAN,MICHIGAN|2022|51
WISCONSIN,WISCONSIN|2022|51
IOWA,IOWA|2022|51
MINNESOTA,MINNESOTA|2022|51
MISSOURI,MISSOURI|2022|51
NEBRASKA,NEBRASKA|2022|51
SOUTH DAKOTA,SOUTH DAKOTA|2022|51
DELAWARE,DELAWARE|2022|51
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|51
FLORIDA,FLORIDA|2022|51
GEORGIA,GEORGIA|2022|51
NORTH CAROLINA,NORTH CAROLINA|2022|51
SOUTH CAROLINA,SOUTH CAROLINA|2022|51
VIRGINIA,VIRGINIA|2022|51
WEST VIRGINIA,WEST VIRGINIA|2022|51
ALABAMA,ALABAMA|2022|51
KENTUCKY,KENTUCKY|2022|51
LOUISIANA,LOUISIANA|2022|51
OKLAHOMA,OKLAHOMA|2022|51
ARIZONA,ARIZONA|2022|51
IDAHO,IDAHO|2022|51
MONTANA,MONTANA|2022|51
NEVADA,NEVADA|2022|51
NEW MEXICO,NEW MEXICO|2022|51
UTAH,UTAH|2022|51
WYOMING,WYOMING|2022|51
CALIFORNIA,CALIFORNIA|2022|51
OREGON,OREGON|2022|51
WASHINGTON,WASHINGTON|2022|51
NON-US RESIDENTS,NON-US RESIDENTS|2022|51
MICHIGAN,MICHIGAN|2022|52
WISCONSIN,WISCONSIN|2022|52
NEBRASKA,NEBRASKA|2022|52
NORTH DAKOTA,NORTH DAKOTA|2022|52
SOUTH DAKOTA,SOUTH DAKOTA|2022|52
NORTH CAROLINA,NORTH CAROLINA|2022|52
SOUTH CAROLINA,SOUTH CAROLINA|2022|52
VIRGINIA,VIRGINIA|2022|52
ALABAMA,ALABAMA|2022|52
KENTUCKY,KENTUCKY|2022|52
MISSISSIPPI,MISSISSIPPI|2022|52
COLORADO,COLORADO|2022|52
IDAHO,IDAHO|2022|52
NEVADA,NEVADA|2022|52
OREGON,OREGON|2022|52
MAINE,MAINE|2023|1
VERMONT,VERMONT|2023|1
NEW JERSEY,NEW JERSEY|2023|1
NEW YORK,NEW YORK|2023|1
PENNSYLVANIA,PENNSYLVANIA|2023|1
ILLINOIS,ILLINOIS|2023|1
MICHIGAN,MICHIGAN|2023|1
OHIO,OHIO|2023|1
WISCONSIN,WISCONSIN|2023|1
IOWA,IOWA|2023|1
KANSAS,KANSAS|2023|1
MISSOURI,MISSOURI|2023|1
SOUTH DAKOTA,SOUTH DAKOTA|2023|1
DELAWARE,DELAWARE|2023|1
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|1
FLORIDA,FLORIDA|2023|1
GEORGIA,GEORGIA|2023|1
NORTH CAROLINA,NORTH CAROLINA|2023|1
SOUTH CAROLINA,SOUTH CAROLINA|2023|1
VIRGINIA,VIRGINIA|2023|1
WEST VIRGINIA,WEST VIRGINIA|2023|1
ALABAMA,ALABAMA|2023|1
KENTUCKY,KENTUCKY|2023|1
MISSISSIPPI,MISSISSIPPI|2023|1
TENNESSEE,TENNESSEE|2023|1
ARKANSAS,ARKANSAS|2023|1
LOUISIANA,LOUISIANA|2023|1
ARIZONA,ARIZONA|2023|1
IDAHO,IDAHO|2023|1
MONTANA,MONTANA|2023|1
NEVADA,NEVADA|2023|1
NEW MEXICO,NEW MEXICO|2023|1
UTAH,UTAH|2023|1
WYOMING,WYOMING|2023|1
CALIFORNIA,CALIFORNIA|2023|1
OREGON,OREGON|2023|1
WASHINGTON,WASHINGTON|2023|1
MAINE,MAINE|2023|2
RHODE ISLAND,RHODE ISLAND|2023|2
NEW JERSEY,NEW JERSEY|2023|2
NEW YORK,NEW YORK|2023|2
PENNSYLVANIA,PENNSYLVANIA|2023|2
ILLINOIS,ILLINOIS|2023|2
MICHIGAN,MICHIGAN|2023|2
WISCONSIN,WISCONSIN|2023|2
KANSAS,KANSAS|2023|2
MISSOURI,MISSOURI|2023|2
NORTH DAKOTA,NORTH DAKOTA|2023|2
SOUTH DAKOTA,SOUTH DAKOTA|2023|2
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|2
FLORIDA,FLORIDA|2023|2
GEORGIA,GEORGIA|2023|2
NORTH CAROLINA,NORTH CAROLINA|2023|2
SOUTH CAROLINA,SOUTH CAROLINA|2023|2
VIRGINIA,VIRGINIA|2023|2
WEST VIRGINIA,WEST VIRGINIA|2023|2
ALABAMA,ALABAMA|2023|2
KENTUCKY,KENTUCKY|2023|2
MISSISSIPPI,MISSISSIPPI|2023|2
ARKANSAS,ARKANSAS|2023|2
LOUISIANA,LOUISIANA|2023|2
OKLAHOMA,OKLAHOMA|2023|2
ARIZONA,ARIZONA|2023|2
COLORADO,COLORADO|2023|2
IDAHO,IDAHO|2023|2
MONTANA,MONTANA|2023|2
NEVADA,NEVADA|2023|2
NEW MEXICO,NEW MEXICO|2023|2
WYOMING,WYOMING|2023|2
ALASKA,ALASKA|2023|2
CALIFORNIA,CALIFORNIA|2023|2
OREGON,OREGON|2023|2
WASHINGTON,WASHINGTON|2023|2
MAINE,MAINE|2023|3
VERMONT,VERMONT|2023|3
NEW JERSEY,NEW JERSEY|2023|3
NEW YORK,NEW YORK|2023|3
PENNSYLVANIA,PENNSYLVANIA|2023|3
ILLINOIS,ILLINOIS|2023|3
MICHIGAN,MICHIGAN|2023|3
OHIO,OHIO|2023|3
WISCONSIN,WISCONSIN|2023|3
IOWA,IOWA|2023|3
KANSAS,KANSAS|2023|3
MISSOURI,MISSOURI|2023|3
NORTH DAKOTA,NORTH DAKOTA|2023|3
SOUTH DAKOTA,SOUTH DAKOTA|2023|3
FLORIDA,FLORIDA|2023|3
GEORGIA,GEORGIA|2023|3
NORTH CAROLINA,NORTH CAROLINA|2023|3
SOUTH CAROLINA,SOUTH CAROLINA|2023|3
VIRGINIA,VIRGINIA|2023|3
WEST VIRGINIA,WEST VIRGINIA|2023|3
ALABAMA,ALABAMA|2023|3
KENTUCKY,KENTUCKY|2023|3
MISSISSIPPI,MISSISSIPPI|2023|3
TENNESSEE,TENNESSEE|2023|3
ARKANSAS,ARKANSAS|2023|3
LOUISIANA,LOUISIANA|2023|3
OKLAHOMA,OKLAHOMA|2023|3
ARIZONA,ARIZONA|2023|3
COLORADO,COLORADO|2023|3
IDAHO,IDAHO|2023|3
MONTANA,MONTANA|2023|3
NEVADA,NEVADA|2023|3
NEW MEXICO,NEW MEXICO|2023|3
UTAH,UTAH|2023|3
ALASKA,ALASKA|2023|3
CALIFORNIA,CALIFORNIA|2023|3
OREGON,OREGON|2023|3
WASHINGTON,WASHINGTON|2023|3
MAINE,MAINE|2023|4
MASSACHUSETTS,MASSACHUSETTS|2023|4
NEW JERSEY,NEW JERSEY|2023|4
NEW YORK,NEW YORK|2023|4
PENNSYLVANIA,PENNSYLVANIA|2023|4
INDIANA,INDIANA|2023|4
MICHIGAN,MICHIGAN|2023|4
OHIO,OHIO|2023|4
WISCONSIN,WISCONSIN|2023|4
IOWA,IOWA|2023|4
KANSAS,KANSAS|2023|4
MINNESOTA,MINNESOTA|2023|4
MISSOURI,MISSOURI|2023|4
SOUTH DAKOTA,SOUTH DAKOTA|2023|4
DELAWARE,DELAWARE|2023|4
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|4
FLORIDA,FLORIDA|2023|4
GEORGIA,GEORGIA|2023|4
NORTH CAROLINA,NORTH CAROLINA|2023|4
SOUTH CAROLINA,SOUTH CAROLINA|2023|4
VIRGINIA,VIRGINIA|2023|4
WEST VIRGINIA,WEST VIRGINIA|2023|4
ALABAMA,ALABAMA|2023|4
KENTUCKY,KENTUCKY|2023|4
MISSISSIPPI,MISSISSIPPI|2023|4
TENNESSEE,TENNESSEE|2023|4
ARKANSAS,ARKANSAS|2023|4
LOUISIANA,LOUISIANA|2023|4
OKLAHOMA,OKLAHOMA|2023|4
ARIZONA,ARIZONA|2023|4
COLORADO,COLORADO|2023|4
IDAHO,IDAHO|2023|4
MONTANA,MONTANA|2023|4
NEVADA,NEVADA|2023|4
NEW MEXICO,NEW MEXICO|2023|4
UTAH,UTAH|2023|4
WYOMING,WYOMING|2023|4
ALASKA,ALASKA|2023|4
CALIFORNIA,CALIFORNIA|2023|4
