report_id,location_id,year,week,cases_current_week,cases_diff,cumulative_ytd_current_year,cumulative_ytd_prev_year
OREGON|2023|40,OREGON,2023,40,307,-43,11685,12184
WASHINGTON|2023|40,WASHINGTON,2023,40,397,-22,15236,22578
NON-US RESIDENTS|2023|40,NON-US RESIDENTS,2023,40,2,0,42,111
MAINE|2023|41,MAINE,2023,41,39,-4,2340,2508
NEW HAMPSHIRE|2023|41,NEW HAMPSHIRE,2023,41,31,-16,2230,2283
RHODE ISLAND|2023|41,RHODE ISLAND,2023,41,87,-18,3942,3569
VERMONT|2023|41,VERMONT,2023,41,28,6,1048,1018
NEW JERSEY|2023|41,NEW JERSEY,2023,41,488,-40,27489,26413
NEW YORK|2023|41,NEW YORK,2023,41,847,9,33043,31627
PENNSYLVANIA|2023|41,PENNSYLVANIA,2023,41,736,-216,42196,43650
ILLINOIS|2023|41,ILLINOIS,2023,41,84,-17,40003,56454
INDIANA|2023|41,INDIANA,2023,41,457,24,24819,26769
MICHIGAN|2023|41,MICHIGAN,2023,41,291,20,26019,33903
OHIO|2023|41,OHIO,2023,41,634,-53,43403,43483
WISCONSIN|2023|41,WISCONSIN,2023,41,343,-45,19622,20555
IOWA|2023|41,IOWA,2023,41,152,9,10651,11754
KANSAS|2023|41,KANSAS,2023,41,174,59,6833,11262
MINNESOTA|2023|41,MINNESOTA,2023,41,97,12,16860,17640
MISSOURI|2023|41,MISSOURI,2023,41,423,-51,25270,25613
SOUTH DAKOTA|2023|41,SOUTH DAKOTA,2023,41,33,-13,3843,4137
DELAWARE|2023|41,DELAWARE,2023,41,227,141,4470,4039
FLORIDA|2023|41,FLORIDA,2023,41,1748,-65,89064,83778
NORTH CAROLINA|2023|41,NORTH CAROLINA,2023,41,10,8,45978,51529
SOUTH CAROLINA|2023|41,SOUTH CAROLINA,2023,41,523,-251,26311,28538
VIRGINIA|2023|41,VIRGINIA,2023,41,626,-104,32983,32467
WEST VIRGINIA|2023|41,WEST VIRGINIA,2023,41,31,-11,3429,3615
ALABAMA|2023|41,ALABAMA,2023,41,551,-116,26967,24669
KENTUCKY|2023|41,KENTUCKY,2023,41,345,-82,13131,14422
MISSISSIPPI|2023|41,MISSISSIPPI,2023,41,111,-26,14554,18742
ARKANSAS|2023|41,ARKANSAS,2023,41,176,-27,13467,14341
LOUISIANA|2023|41,LOUISIANA,2023,41,258,-86,28338,29055
OKLAHOMA|2023|41,OKLAHOMA,2023,41,15,-21,12421,16440
ARIZONA|2023|41,ARIZONA,2023,41,426,-30,31578,32904
COLORADO|2023|41,COLORADO,2023,41,445,45,19868,20676
IDAHO|2023|41,IDAHO,2023,41,2,-5,4410,4646
MONTANA|2023|41,MONTANA,2023,41,41,6,2512,3320
NEVADA|2023|41,NEVADA,2023,41,192,-15,9626,12948
NEW MEXICO|2023|41,NEW MEXICO,2023,41,11,0,7039,9000
UTAH|2023|41,UTAH,2023,41,206,14,8782,8865
WYOMING|2023|41,WYOMING,2023,41,20,-10,1258,1431
ALASKA|2023|41,ALASKA,2023,41,51,-16,3302,4280
CALIFORNIA|2023|41,CALIFORNIA,2023,41,2384,223,149642,153721
OREGON|2023|41,OREGON,2023,41,298,-9,11981,12482
WASHINGTON|2023|41,WASHINGTON,2023,41,417,20,15653,23123
NON-US RESIDENTS|2023|41,NON-US RESIDENTS,2023,41,1,-1,42,114
MAINE|2023|42,MAINE,2023,42,48,9,2399,2576
NEW HAMPSHIRE|2023|42,NEW HAMPSHIRE,2023,42,30,-1,2268,2320
RHODE ISLAND|2023|42,RHODE ISLAND,2023,42,98,11,4051,3668
VERMONT|2023|42,VERMONT,2023,42,22,-6,1072,1040
NEW JERSEY|2023|42,NEW JERSEY,2023,42,48,-440,27791,27088
NEW YORK|2023|42,NEW YORK,2023,42,931,84,33953,32397
PENNSYLVANIA|2023|42,PENNSYLVANIA,2023,42,932,196,43462,44742
ILLINOIS|2023|42,ILLINOIS,2023,42,99,15,40973,57824
INDIANA|2023|42,INDIANA,2023,42,429,-28,25337,27434
MICHIGAN|2023|42,MICHIGAN,2023,42,294,3,26732,34878
OHIO|2023|42,OHIO,2023,42,658,24,44371,44572
WISCONSIN|2023|42,WISCONSIN,2023,42,251,-92,19936,21078
IOWA|2023|42,IOWA,2023,42,110,-42,10909,12022
KANSAS|2023|42,KANSAS,2023,42,82,-92,6915,11524
MINNESOTA|2023|42,MINNESOTA,2023,42,103,6,17295,18067
MISSOURI|2023|42,MISSOURI,2023,42,471,48,25915,26264
DISTRICT OF COLUMBIA|2023|42,DISTRICT OF COLUMBIA,2023,42,114,-18,5670,6679
FLORIDA|2023|42,FLORIDA,2023,42,1765,17,91335,85940
NORTH CAROLINA|2023|42,NORTH CAROLINA,2023,42,2,-8,47158,52798
SOUTH CAROLINA|2023|42,SOUTH CAROLINA,2023,42,695,172,27006,29289
VIRGINIA|2023|42,VIRGINIA,2023,42,774,148,33888,33373
WEST VIRGINIA|2023|42,WEST VIRGINIA,2023,42,43,12,3536,3700
ALABAMA|2023|42,ALABAMA,2023,42,754,203,27737,25308
KENTUCKY|2023|42,KENTUCKY,2023,42,409,64,13496,14738
MISSISSIPPI|2023|42,MISSISSIPPI,2023,42,136,25,14887,19210
ARKANSAS|2023|42,ARKANSAS,2023,42,200,24,13886,14703
LOUISIANA|2023|42,LOUISIANA,2023,42,211,-47,28908,29806
OKLAHOMA|2023|42,OKLAHOMA,2023,42,48,33,12679,16819
ARIZONA|2023|42,ARIZONA,2023,42,518,92,32484,33680
COLORADO|2023|42,COLORADO,2023,42,427,-18,20629,21151
IDAHO|2023|42,IDAHO,2023,42,50,48,4631,4788
MONTANA|2023|42,MONTANA,2023,42,45,4,2580,3402
NEVADA|2023|42,NEVADA,2023,42,226,34,9840,13264
UTAH|2023|42,UTAH,2023,42,177,-29,8986,9068
WYOMING|2023|42,WYOMING,2023,42,23,3,1291,1470
ALASKA|2023|42,ALASKA,2023,42,33,-18,3343,4373
CALIFORNIA|2023|42,CALIFORNIA,2023,42,1930,-454,152914,157614
OREGON|2023|42,OREGON,2023,42,325,27,12307,12772
WASHINGTON|2023|42,WASHINGTON,2023,42,364,-53,16017,23713
MAINE|2023|43,MAINE,2023,43,41,-7,2450,2638
MASSACHUSETTS|2023|43,MASSACHUSETTS,2023,43,470,466,23982,23683
NEW HAMPSHIRE|2023|43,NEW HAMPSHIRE,2023,43,7,-23,2269,2371
RHODE ISLAND|2023|43,RHODE ISLAND,2023,43,107,9,4157,3810
VERMONT|2023|43,VERMONT,2023,43,16,-6,1088,1069
NEW YORK|2023|43,NEW YORK,2023,43,944,13,34894,33171
PENNSYLVANIA|2023|43,PENNSYLVANIA,2023,43,804,-128,44371,45785
ILLINOIS|2023|43,ILLINOIS,2023,43,78,-21,42907,59178
INDIANA|2023|43,INDIANA,2023,43,477,48,26011,28102
MICHIGAN|2023|43,MICHIGAN,2023,43,279,-15,27501,35746
OHIO|2023|43,OHIO,2023,43,645,-13,45401,45649
WISCONSIN|2023|43,WISCONSIN,2023,43,224,-27,20239,21556
IOWA|2023|43,IOWA,2023,43,124,14,11158,12308
KANSAS|2023|43,KANSAS,2023,43,138,56,9450,11798
MINNESOTA|2023|43,MINNESOTA,2023,43,93,-10,17726,18498
MISSOURI|2023|43,MISSOURI,2023,43,454,-17,26504,26866
SOUTH DAKOTA|2023|43,SOUTH DAKOTA,2023,43,21,-12,4024,4364
DELAWARE|2023|43,DELAWARE,2023,43,102,-125,4721,4283
FLORIDA|2023|43,FLORIDA,2023,43,1771,6,93571,88314
NORTH CAROLINA|2023|43,NORTH CAROLINA,2023,43,17,15,48606,54048
SOUTH CAROLINA|2023|43,SOUTH CAROLINA,2023,43,603,-92,27609,29931
VIRGINIA|2023|43,VIRGINIA,2023,43,652,-122,34677,34218
WEST VIRGINIA|2023|43,WEST VIRGINIA,2023,43,35,-8,3642,3800
ALABAMA|2023|43,ALABAMA,2023,43,556,-198,28340,25950
KENTUCKY|2023|43,KENTUCKY,2023,43,370,-39,13846,15115
MISSISSIPPI|2023|43,MISSISSIPPI,2023,43,111,-25,15242,19616
ARKANSAS|2023|43,ARKANSAS,2023,43,173,-27,14252,15044
LOUISIANA|2023|43,LOUISIANA,2023,43,333,122,29702,30497
OKLAHOMA|2023|43,OKLAHOMA,2023,43,11,-37,12860,17183
TEXAS|2023|43,TEXAS,2023,43,100,99,109821,131923
ARIZONA|2023|43,ARIZONA,2023,43,490,-28,33281,34457
COLORADO|2023|43,COLORADO,2023,43,392,-35,21091,21701
IDAHO|2023|43,IDAHO,2023,43,50,0,4719,4913
MONTANA|2023|43,MONTANA,2023,43,56,11,2707,3488
NEVADA|2023|43,NEVADA,2023,43,208,-18,10036,13542
UTAH|2023|43,UTAH,2023,43,195,18,9194,9281
WYOMING|2023|43,WYOMING,2023,43,28,5,1326,1513
ALASKA|2023|43,ALASKA,2023,43,44,11,3397,4479
CALIFORNIA|2023|43,CALIFORNIA,2023,43,2241,311,156914,161321
OREGON|2023|43,OREGON,2023,43,289,-36,12628,13034
WASHINGTON|2023|43,WASHINGTON,2023,43,337,-27,16354,24260
NON-US RESIDENTS|2023|43,NON-US RESIDENTS,2023,43,1,0,43,124
MASSACHUSETTS|2023|44,MASSACHUSETTS,2023,44,15,-455,23997,24234
RHODE ISLAND|2023|44,RHODE ISLAND,2023,44,84,-23,4229,3885
NEW JERSEY|2023|44,NEW JERSEY,2023,44,34,-14,28946,28425
NEW YORK|2023|44,NEW YORK,2023,44,841,-103,35701,33996
PENNSYLVANIA|2023|44,PENNSYLVANIA,2023,44,775,-29,45369,46819
ILLINOIS|2023|44,ILLINOIS,2023,44,80,2,44185,60628
INDIANA|2023|44,INDIANA,2023,44,476,-1,26997,28858
MICHIGAN|2023|44,MICHIGAN,2023,44,277,-2,28135,36583
OHIO|2023|44,OHIO,2023,44,656,11,46384,46658
WISCONSIN|2023|44,WISCONSIN,2023,44,395,171,20795,22044
IOWA|2023|44,IOWA,2023,44,130,6,11508,12609
KANSAS|2023|44,KANSAS,2023,44,157,19,9607,12058
MINNESOTA|2023|44,MINNESOTA,2023,44,90,-3,18119,18957
MISSOURI|2023|44,MISSOURI,2023,44,497,43,27130,27488
NORTH DAKOTA|2023|44,NORTH DAKOTA,2023,44,1,0,1797,3174
FLORIDA|2023|44,FLORIDA,2023,44,1649,-122,95614,90426
NORTH CAROLINA|2023|44,NORTH CAROLINA,2023,44,14,-3,49891,55246
SOUTH CAROLINA|2023|44,SOUTH CAROLINA,2023,44,489,-114,28099,30635
VIRGINIA|2023|44,VIRGINIA,2023,44,671,19,35475,34984
WEST VIRGINIA|2023|44,WEST VIRGINIA,2023,44,23,-12,3702,3882
ALABAMA|2023|44,ALABAMA,2023,44,708,152,29055,26522
KENTUCKY|2023|44,KENTUCKY,2023,44,455,85,14303,15457
MISSISSIPPI|2023|44,MISSISSIPPI,2023,44,113,2,15542,20059
ARKANSAS|2023|44,ARKANSAS,2023,44,171,-2,14550,15408
LOUISIANA|2023|44,LOUISIANA,2023,44,323,-10,30328,31248
OKLAHOMA|2023|44,OKLAHOMA,2023,44,4,-7,13062,17532
TEXAS|2023|44,TEXAS,2023,44,125,25,113571,134725
ARIZONA|2023|44,ARIZONA,2023,44,450,-40,33963,35235
COLORADO|2023|44,COLORADO,2023,44,394,2,21523,22304
IDAHO|2023|44,IDAHO,2023,44,51,1,4819,5058
MONTANA|2023|44,MONTANA,2023,44,62,6,2794,3558
NEVADA|2023|44,NEVADA,2023,44,29,-179,10065,13855
NEW MEXICO|2023|44,NEW MEXICO,2023,44,12,1,7243,9656
UTAH|2023|44,UTAH,2023,44,209,14,9421,9503
WYOMING|2023|44,WYOMING,2023,44,24,-4,1358,1549
ALASKA|2023|44,ALASKA,2023,44,35,-9,3450,4575
CALIFORNIA|2023|44,CALIFORNIA,2023,44,2002,-239,160051,164998
OREGON|2023|44,OREGON,2023,44,294,5,12922,13351
WASHINGTON|2023|44,WASHINGTON,2023,44,329,-8,16683,24778
NON-US RESIDENTS|2023|44,NON-US RESIDENTS,2023,44,2,1,45,126
MAINE|2023|45,MAINE,2023,45,64,23,2577,2776
MASSACHUSETTS|2023|45,MASSACHUSETTS,2023,45,469,454,25114,24754
RHODE ISLAND|2023|45,RHODE ISLAND,2023,45,90,6,4298,3952
NEW JERSEY|2023|45,NEW JERSEY,2023,45,479,445,29933,29046
NEW YORK|2023|45,NEW YORK,2023,45,727,-114,36412,34819
PENNSYLVANIA|2023|45,PENNSYLVANIA,2023,45,890,115,46559,47858
ILLINOIS|2023|45,ILLINOIS,2023,45,67,-13,45132,61990
INDIANA|2023|45,INDIANA,2023,45,553,77,27701,29501
MICHIGAN|2023|45,MICHIGAN,2023,45,224,-53,28844,37372
OHIO|2023|45,OHIO,2023,45,655,-1,47360,47726
WISCONSIN|2023|45,WISCONSIN,2023,45,310,-85,21151,22569
IOWA|2023|45,IOWA,2023,45,124,-6,11751,12894
KANSAS|2023|45,KANSAS,2023,45,80,-77,9687,12328
MINNESOTA|2023|45,MINNESOTA,2023,45,47,-43,18482,19408
MISSOURI|2023|45,MISSOURI,2023,45,446,-51,27699,28041
DISTRICT OF COLUMBIA|2023|45,DISTRICT OF COLUMBIA,2023,45,76,-38,5746,7142
FLORIDA|2023|45,FLORIDA,2023,45,1713,64,97831,92434
NORTH CAROLINA|2023|45,NORTH CAROLINA,2023,45,8,-6,51316,56400
VIRGINIA|2023|45,VIRGINIA,2023,45,602,-69,36192,35703
WEST VIRGINIA|2023|45,WEST VIRGINIA,2023,45,17,-6,3766,3957
ALABAMA|2023|45,ALABAMA,2023,45,626,-82,29696,27191
KENTUCKY|2023|45,KENTUCKY,2023,45,343,-112,14645,15834
MISSISSIPPI|2023|45,MISSISSIPPI,2023,45,102,-11,15802,20459
ARKANSAS|2023|45,ARKANSAS,2023,45,221,50,14950,15776
LOUISIANA|2023|45,LOUISIANA,2023,45,282,-41,30983,31948
OKLAHOMA|2023|45,OKLAHOMA,2023,45,50,46,13636,17920
TEXAS|2023|45,TEXAS,2023,45,98,-27,115610,137637
ARIZONA|2023|45,ARIZONA,2023,45,443,-7,34774,35914
IDAHO|2023|45,IDAHO,2023,45,32,-19,4978,5206
MONTANA|2023|45,MONTANA,2023,45,46,-16,2862,3638
NEVADA|2023|45,NEVADA,2023,45,214,185,10302,14162
NEW MEXICO|2023|45,NEW MEXICO,2023,45,9,-3,8925,9867
UTAH|2023|45,UTAH,2023,45,207,-2,9648,9712
WYOMING|2023|45,WYOMING,2023,45,25,1,1390,1578
ALASKA|2023|45,ALASKA,2023,45,52,17,3534,4667
OREGON|2023|45,OREGON,2023,45,263,-31,13184,13624
WASHINGTON|2023|45,WASHINGTON,2023,45,307,-22,16990,25272
NON-US RESIDENTS|2023|45,NON-US RESIDENTS,2023,45,1,-1,46,126
MAINE|2023|46,MAINE,2023,46,52,-12,2640,2817
MASSACHUSETTS|2023|46,MASSACHUSETTS,2023,46,511,42,25653,25340
NEW HAMPSHIRE|2023|46,NEW HAMPSHIRE,2023,46,43,36,2473,2516
RHODE ISLAND|2023|46,RHODE ISLAND,2023,46,71,-19,4369,4050
NEW YORK|2023|46,NEW YORK,2023,46,977,250,37399,35638
PENNSYLVANIA|2023|46,PENNSYLVANIA,2023,46,918,28,47624,48877
ILLINOIS|2023|46,ILLINOIS,2023,46,82,15,46700,63389
INDIANA|2023|46,INDIANA,2023,46,482,-71,28304,30148
MICHIGAN|2023|46,MICHIGAN,2023,46,285,61,29597,38284
OHIO|2023|46,OHIO,2023,46,705,50,48431,48816
WISCONSIN|2023|46,WISCONSIN,2023,46,268,-42,21479,23062
IOWA|2023|46,IOWA,2023,46,183,59,12082,13185
KANSAS|2023|46,KANSAS,2023,46,119,39,9806,12588
MINNESOTA|2023|46,MINNESOTA,2023,46,117,70,18944,19812
MISSOURI|2023|46,MISSOURI,2023,46,519,73,28392,28727
NORTH DAKOTA|2023|46,NORTH DAKOTA,2023,46,2,1,1879,3312
SOUTH DAKOTA|2023|46,SOUTH DAKOTA,2023,46,37,16,4331,4676
DISTRICT OF COLUMBIA|2023|46,DISTRICT OF COLUMBIA,2023,46,76,0,5822,7323
FLORIDA|2023|46,FLORIDA,2023,46,1655,-58,100029,94506
GEORGIA|2023|46,GEORGIA,2023,46,668,26,52373,65205
NORTH CAROLINA|2023|46,NORTH CAROLINA,2023,46,4,-4,52784,57714
SOUTH CAROLINA|2023|46,SOUTH CAROLINA,2023,46,614,125,29334,31967
VIRGINIA|2023|46,VIRGINIA,2023,46,677,75,37014,36514
WEST VIRGINIA|2023|46,WEST VIRGINIA,2023,46,35,18,3863,4028
ALABAMA|2023|46,ALABAMA,2023,46,598,-28,30312,27751
KENTUCKY|2023|46,KENTUCKY,2023,46,346,3,14990,16200
MISSISSIPPI|2023|46,MISSISSIPPI,2023,46,102,0,16140,20901
ARKANSAS|2023|46,ARKANSAS,2023,46,215,-6,15315,16116
LOUISIANA|2023|46,LOUISIANA,2023,46,262,-20,31928,32659
OKLAHOMA|2023|46,OKLAHOMA,2023,46,67,17,13864,18304
TEXAS|2023|46,TEXAS,2023,46,97,-1,116541,140448
ARIZONA|2023|46,ARIZONA,2023,46,514,71,35750,36693
COLORADO|2023|46,COLORADO,2023,46,704,310,22587,23380
IDAHO|2023|46,IDAHO,2023,46,30,-2,5039,5324
MONTANA|2023|46,MONTANA,2023,46,59,13,2956,3721
NEVADA|2023|46,NEVADA,2023,46,230,16,10514,14505
NEW MEXICO|2023|46,NEW MEXICO,2023,46,19,10,9292,10085
UTAH|2023|46,UTAH,2023,46,192,-15,9860,9923
ALASKA|2023|46,ALASKA,2023,46,63,11,3646,4771
CALIFORNIA|2023|46,CALIFORNIA,2023,46,1792,-210,166744,172581
OREGON|2023|46,OREGON,2023,46,307,44,13508,13986
WASHINGTON|2023|46,WASHINGTON,2023,46,455,148,17445,25831
MAINE|2023|47,MAINE,2023,47,35,-17,2687,2868
MASSACHUSETTS|2023|47,MASSACHUSETTS,2023,47,11,-500,25664,25717
NEW HAMPSHIRE|2023|47,NEW HAMPSHIRE,2023,47,26,-17,2494,2573
RHODE ISLAND|2023|47,RHODE ISLAND,2023,47,63,-8,4432,4153
VERMONT|2023|47,VERMONT,2023,47,14,-2,1182,1165
NEW YORK|2023|47,NEW YORK,2023,47,517,-460,37895,36236
PENNSYLVANIA|2023|47,PENNSYLVANIA,2023,47,713,-205,49526,49819
ILLINOIS|2023|47,ILLINOIS,2023,47,36,-46,47246,64435
INDIANA|2023|47,INDIANA,2023,47,323,-159,28800,30682
MICHIGAN|2023|47,MICHIGAN,2023,47,191,-94,30028,39010
OHIO|2023|47,OHIO,2023,47,478,-227,49235,49585
WISCONSIN|2023|47,WISCONSIN,2023,47,182,-86,21732,23402
IOWA|2023|47,IOWA,2023,47,80,-103,12223,13385
KANSAS|2023|47,KANSAS,2023,47,52,-67,9858,12773
MISSOURI|2023|47,MISSOURI,2023,47,283,-236,28809,29164
SOUTH DAKOTA|2023|47,SOUTH DAKOTA,2023,47,44,7,4428,4770
DISTRICT OF COLUMBIA|2023|47,DISTRICT OF COLUMBIA,2023,47,57,-19,5879,7419
FLORIDA|2023|47,FLORIDA,2023,47,1236,-419,101556,96306
GEORGIA|2023|47,GEORGIA,2023,47,367,-301,52740,66165
NORTH CAROLINA|2023|47,NORTH CAROLINA,2023,47,5,1,54079,58582
SOUTH CAROLINA|2023|47,SOUTH CAROLINA,2023,47,1,-613,29335,32560
VIRGINIA|2023|47,VIRGINIA,2023,47,624,-53,37751,37159
WEST VIRGINIA|2023|47,WEST VIRGINIA,2023,47,4,-31,3920,4076
ALABAMA|2023|47,ALABAMA,2023,47,439,-159,30769,28243
KENTUCKY|2023|47,KENTUCKY,2023,47,299,-47,15268,16501
MISSISSIPPI|2023|47,MISSISSIPPI,2023,47,54,-48,16372,21137
ARKANSAS|2023|47,ARKANSAS,2023,47,101,-114,15550,16340
LOUISIANA|2023|47,LOUISIANA,2023,47,188,-74,32443,33102
OKLAHOMA|2023|47,OKLAHOMA,2023,47,28,-39,14042,18545
ARIZONA|2023|47,ARIZONA,2023,47,343,-171,36402,37234
COLORADO|2023|47,COLORADO,2023,47,244,-460,23042,23705
IDAHO|2023|47,IDAHO,2023,47,54,24,5195,5419
MONTANA|2023|47,MONTANA,2023,47,25,-34,3013,3778
NEVADA|2023|47,NEVADA,2023,47,101,-129,10609,14757
NEW MEXICO|2023|47,NEW MEXICO,2023,47,5,-14,9551,10222
UTAH|2023|47,UTAH,2023,47,130,-62,10026,10116
ALASKA|2023|47,ALASKA,2023,47,51,-12,3713,4840
CALIFORNIA|2023|47,CALIFORNIA,2023,47,1317,-475,169623,175172
OREGON|2023|47,OREGON,2023,47,252,-55,13763,14238
WASHINGTON|2023|47,WASHINGTON,2023,47,202,-253,17647,26212
NON-US RESIDENTS|2023|47,NON-US RESIDENTS,2023,47,1,0,47,127
MAINE|2023|48,MAINE,2023,48,53,18,2747,2915
NEW HAMPSHIRE|2023|48,NEW HAMPSHIRE,2023,48,50,24,2563,2629
RHODE ISLAND|2023|48,RHODE ISLAND,2023,48,78,15,4510,4238
VERMONT|2023|48,VERMONT,2023,48,20,6,1203,1191
NEW YORK|2023|48,NEW YORK,2023,48,943,426,38836,37016
PENNSYLVANIA|2023|48,PENNSYLVANIA,2023,48,865,152,50548,50791
ILLINOIS|2023|48,ILLINOIS,2023,48,82,46,48572,65813
INDIANA|2023|48,INDIANA,2023,48,225,-98,29102,31312
MICHIGAN|2023|48,MICHIGAN,2023,48,250,59,30681,39858
OHIO|2023|48,OHIO,2023,48,627,149,50105,50722
WISCONSIN|2023|48,WISCONSIN,2023,48,364,182,22205,23929
IOWA|2023|48,IOWA,2023,48,127,47,12506,13718
KANSAS|2023|48,KANSAS,2023,48,65,13,9923,13052
MINNESOTA|2023|48,MINNESOTA,2023,48,190,73,19862,20605
MISSOURI|2023|48,MISSOURI,2023,48,419,136,29394,29726
NORTH DAKOTA|2023|48,NORTH DAKOTA,2023,48,69,67,3113,3453
SOUTH DAKOTA|2023|48,SOUTH DAKOTA,2023,48,56,12,4511,4878
DISTRICT OF COLUMBIA|2023|48,DISTRICT OF COLUMBIA,2023,48,96,39,5975,7594
FLORIDA|2023|48,FLORIDA,2023,48,1363,127,103649,98208
GEORGIA|2023|48,GEORGIA,2023,48,703,336,60439,67639
SOUTH CAROLINA|2023|48,SOUTH CAROLINA,2023,48,521,520,30496,33104
VIRGINIA|2023|48,VIRGINIA,2023,48,549,-75,37485,37795
WEST VIRGINIA|2023|48,WEST VIRGINIA,2023,48,27,23,4009,4166
ALABAMA|2023|48,ALABAMA,2023,48,626,187,31358,28829
KENTUCKY|2023|48,KENTUCKY,2023,48,318,19,15586,16828
MISSISSIPPI|2023|48,MISSISSIPPI,2023,48,121,67,16704,21566
ARKANSAS|2023|48,ARKANSAS,2023,48,181,80,15891,16719
LOUISIANA|2023|48,LOUISIANA,2023,48,344,156,33035,33771
OKLAHOMA|2023|48,OKLAHOMA,2023,48,59,31,14218,18965
TEXAS|2023|48,TEXAS,2023,48,250,153,123671,145249
ARIZONA|2023|48,ARIZONA,2023,48,494,151,37241,38032
COLORADO|2023|48,COLORADO,2023,48,4,-240,23046,24310
IDAHO|2023|48,IDAHO,2023,48,40,-14,5264,5530
MONTANA|2023|48,MONTANA,2023,48,40,15,3079,3837
NEVADA|2023|48,NEVADA,2023,48,222,121,10816,15075
NEW MEXICO|2023|48,NEW MEXICO,2023,48,14,9,9747,10411
UTAH|2023|48,UTAH,2023,48,187,57,10233,10339
ALASKA|2023|48,ALASKA,2023,48,76,25,3815,4951
CALIFORNIA|2023|48,CALIFORNIA,2023,48,2154,837,173102,178994
OREGON|2023|48,OREGON,2023,48,288,36,14053,14492
WASHINGTON|2023|48,WASHINGTON,2023,48,571,369,18218,26672
MAINE|2023|49,MAINE,2023,49,64,11,2814,2969
NEW HAMPSHIRE|2023|49,NEW HAMPSHIRE,2023,49,61,11,2629,2686
RHODE ISLAND|2023|49,RHODE ISLAND,2023,49,90,12,4601,4335
VERMONT|2023|49,VERMONT,2023,49,27,7,1232,1211
NEW YORK|2023|49,NEW YORK,2023,49,935,-8,39768,37846
PENNSYLVANIA|2023|49,PENNSYLVANIA,2023,49,900,35,51636,51869
ILLINOIS|2023|49,ILLINOIS,2023,49,77,-5,50673,67215
INDIANA|2023|49,INDIANA,2023,49,528,303,30083,32022
MICHIGAN|2023|49,MICHIGAN,2023,49,290,40,31318,40739
OHIO|2023|49,OHIO,2023,49,618,-9,51075,51763
WISCONSIN|2023|49,WISCONSIN,2023,49,297,-67,22573,24450
IOWA|2023|49,IOWA,2023,49,161,34,12808,13990
KANSAS|2023|49,KANSAS,2023,49,114,49,10037,13294
MINNESOTA|2023|49,MINNESOTA,2023,49,102,-88,20202,20997
MISSOURI|2023|49,MISSOURI,2023,49,479,60,30000,30397
DELAWARE|2023|49,DELAWARE,2023,49,108,6,5382,4921
DISTRICT OF COLUMBIA|2023|49,DISTRICT OF COLUMBIA,2023,49,76,-20,7839,7758
FLORIDA|2023|49,FLORIDA,2023,49,1737,374,105754,100460
GEORGIA|2023|49,GEORGIA,2023,49,747,44,61186,69082
NORTH CAROLINA|2023|49,NORTH CAROLINA,2023,49,10,5,56744,61272
SOUTH CAROLINA|2023|49,SOUTH CAROLINA,2023,49,613,92,31221,33775
VIRGINIA|2023|49,VIRGINIA,2023,49,634,85,39059,38629
WEST VIRGINIA|2023|49,WEST VIRGINIA,2023,49,28,1,4087,4248
ALABAMA|2023|49,ALABAMA,2023,49,684,58,32058,29491
KENTUCKY|2023|49,KENTUCKY,2023,49,257,-61,15843,17196
MISSISSIPPI|2023|49,MISSISSIPPI,2023,49,789,668,18163,21923
LOUISIANA|2023|49,LOUISIANA,2023,49,404,60,33867,34503
OKLAHOMA|2023|49,OKLAHOMA,2023,49,67,8,14481,19326
TEXAS|2023|49,TEXAS,2023,49,166,-84,125933,148330
ARIZONA|2023|49,ARIZONA,2023,49,483,-11,38040,38854
IDAHO|2023|49,IDAHO,2023,49,79,39,5425,5649
MONTANA|2023|49,MONTANA,2023,49,39,-1,3144,3913
NEVADA|2023|49,NEVADA,2023,49,219,-3,11020,15406
UTAH|2023|49,UTAH,2023,49,152,-35,10401,10579
WYOMING|2023|49,WYOMING,2023,49,21,-4,1461,1721
ALASKA|2023|49,ALASKA,2023,49,83,7,3963,5057
CALIFORNIA|2023|49,CALIFORNIA,2023,49,2241,87,176675,182914
OREGON|2023|49,OREGON,2023,49,327,39,14374,14786
WASHINGTON|2023|49,WASHINGTON,2023,49,529,-42,18747,27237
MAINE|2023|50,MAINE,2023,50,63,-1,2894,3031
MASSACHUSETTS|2023|50,MASSACHUSETTS,2023,50,12,1,27180,27409
NEW HAMPSHIRE|2023|50,NEW HAMPSHIRE,2023,50,7,-54,2635,2725
RHODE ISLAND|2023|50,RHODE ISLAND,2023,50,96,6,4700,4429
NEW JERSEY|2023|50,NEW JERSEY,2023,50,19,-460,32258,32136
NEW YORK|2023|50,NEW YORK,2023,50,785,-150,40539,38586
PENNSYLVANIA|2023|50,PENNSYLVANIA,2023,50,779,-121,52528,52917
ILLINOIS|2023|50,ILLINOIS,2023,50,82,5,52046,68626
INDIANA|2023|50,INDIANA,2023,50,439,-89,30706,32758
MICHIGAN|2023|50,MICHIGAN,2023,50,340,50,32186,41572
OHIO|2023|50,OHIO,2023,50,591,-27,51972,52870
WISCONSIN|2023|50,WISCONSIN,2023,50,258,-39,22952,24906
IOWA|2023|50,IOWA,2023,50,154,-7,13138,14258
KANSAS|2023|50,KANSAS,2023,50,171,57,10208,13548
MINNESOTA|2023|50,MINNESOTA,2023,50,114,12,20676,21437
MISSOURI|2023|50,MISSOURI,2023,50,455,-24,30614,31103
