CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,GEOID,latitude,longitude,state
47093004609,Tennessee,Knox County,1,4733,2159,0,0,0.0,0,0,0,0,0,0,14.0,66855.0,1,1,1,1,1,0,0,0,624.0,3968.0,624.0,147.0,1280.0,147.0,3968.0,83.85,1280.0,27.05,800.0,16.91,530.0,11.2,3297.0,69.65,298.0,6.29,127.0,2.69,0.0,0.0,14.0,0.29,233.0,4.93,233.0,4.91,12.0,0.57,162.0,7.51,624.0,13.18,147.0,3.11,110.0,2.32,115.0,2.43,524.0,11.07,44.0,0.94,17.0,0.36,0.0,0.0,1.0,0.03,37.0,0.79,47.0,0.99,0.0,0.0,27.0,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716,949,622,3929,358,159,0,16,271,261,20,204,47093004609,35.93754401663121,-84.0786754209139,Tennessee
47093004610,Tennessee,Knox County,1,4955,2478,0,2,0.04,0,0,0,0,1,0,16.1,55446.0,1,1,1,1,1,0,0,1,1229.0,3848.0,1229.0,781.0,1680.0,781.0,3848.0,77.66,1680.0,33.91,753.0,15.2,391.0,7.89,2946.0,59.45,380.0,7.66,235.0,4.75,1.0,0.02,21.0,0.43,266.0,5.36,261.0,5.28,153.0,6.17,317.0,12.8,1229.0,24.8,781.0,15.76,273.0,5.5,35.0,0.71,883.0,17.83,175.0,3.54,57.0,1.15,1.0,0.02,7.0,0.14,105.0,2.13,103.0,2.08,51.0,2.05,98.0,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817,915,450,3774,474,299,1,29,378,406,166,365,47093004610,35.926797962856284,-84.07765738158521,Tennessee
47093004611,Tennessee,Knox County,1,3971,1572,0,0,0.0,0,0,0,0,0,0,5.6,117056.0,1,1,1,1,1,0,0,0,1931.0,3716.0,1931.0,212.0,439.0,212.0,3716.0,93.59,439.0,11.05,825.0,20.79,738.0,18.6,3436.0,86.53,126.0,3.16,74.0,1.86,0.0,0.0,1.0,0.03,80.0,2.01,170.0,4.28,29.0,1.86,9.0,0.57,1931.0,48.62,212.0,5.33,457.0,11.52,339.0,8.53,1793.0,45.16,61.0,1.53,36.0,0.9,0.0,0.0,0.0,0.0,41.0,1.03,113.0,2.84,18.0,1.18,5.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,873,799,3655,144,81,0,1,90,178,32,10,47093004611,35.92646174234365,-84.11100020869546,Tennessee
47093004612,Tennessee,Knox County,1,2454,1070,0,0,0.0,0,0,0,0,0,0,2.2,115263.0,0,1,0,1,0,0,0,0,228.0,1439.0,228.0,16.0,103.0,16.0,1439.0,58.66,103.0,4.21,366.0,14.9,91.0,3.7,1255.0,51.15,73.0,2.98,36.0,1.47,0.0,0.02,3.0,0.12,72.0,2.92,87.0,3.54,3.0,0.31,0.0,0.0,228.0,9.3,16.0,0.67,57.0,2.3,11.0,0.43,191.0,7.8,18.0,0.74,2.0,0.08,0.0,0.0,1.0,0.03,16.0,0.65,17.0,0.68,0.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,573,186,2127,136,85,1,6,99,125,6,0,47093004612,35.94321835048067,-84.11542577258139,Tennessee
47093004613,Tennessee,Knox County,1,5149,2122,0,0,0.0,0,0,0,0,0,0,9.7,76100.0,1,1,1,1,1,0,0,0,5147.0,5149.0,5147.0,1195.0,1195.0,1195.0,5149.0,100.0,1195.0,23.21,1244.0,24.16,353.0,6.86,4301.0,83.53,320.0,6.21,100.0,1.94,1.0,0.02,14.0,0.27,413.0,8.02,473.0,9.19,48.0,2.28,246.0,11.6,5147.0,99.97,1195.0,23.2,1244.0,24.16,353.0,6.85,4300.0,83.5,320.0,6.21,100.0,1.94,1.0,0.02,14.0,0.27,413.0,8.02,473.0,9.19,48.0,2.27,246.0,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398,1244,353,4301,320,100,1,14,413,473,54,268,47093004613,35.959618541320914,-84.06336575683962,Tennessee
47093004614,Tennessee,Knox County,1,2835,1410,0,0,0.0,0,0,0,0,0,0,8.6,71681.0,1,1,1,1,1,0,0,0,2835.0,2835.0,2835.0,869.0,869.0,869.0,2835.0,100.0,869.0,30.65,480.0,16.93,385.0,13.58,2440.0,86.07,222.0,7.83,61.0,2.15,1.0,0.04,8.0,0.28,103.0,3.63,131.0,4.62,77.0,5.45,130.0,9.19,2835.0,100.0,869.0,30.65,480.0,16.93,385.0,13.58,2440.0,86.07,222.0,7.83,61.0,2.15,1.0,0.04,8.0,0.28,103.0,3.63,131.0,4.62,77.0,5.45,130.0,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,480,385,2440,222,61,1,8,103,131,82,139,47093004614,35.94843601544914,-84.05027252010065,Tennessee
47093004615,Tennessee,Knox County,1,4191,1740,0,146,3.48,1,1,1,1,1,1,28.6,43750.0,1,1,1,1,1,0,0,1,3910.0,4191.0,3910.0,2050.0,2189.0,2050.0,4191.0,100.0,2189.0,52.22,1133.0,27.03,411.0,9.81,3295.0,78.62,476.0,11.36,69.0,1.65,1.0,0.02,9.0,0.21,341.0,8.14,279.0,6.66,157.0,9.0,427.0,24.51,3910.0,93.3,2050.0,48.91,1072.0,25.58,372.0,8.88,3083.0,73.56,444.0,10.59,64.0,1.53,1.0,0.02,8.0,0.2,310.0,7.4,253.0,6.03,145.0,8.33,395.0,22.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2213,1133,411,3295,476,69,1,9,341,279,162,442,47093004615,35.95270892248785,-84.03193446268347,Tennessee
47093004700,Tennessee,Knox County,1,3947,1701,0,16,0.41,0,0,0,0,0,0,11.4,67625.0,0,1,0,1,0,0,0,0,256.0,2415.0,256.0,79.0,759.0,79.0,2415.0,61.18,759.0,19.22,489.0,12.38,354.0,8.97,2142.0,54.28,173.0,4.37,18.0,0.46,1.0,0.03,4.0,0.11,76.0,1.93,54.0,1.37,25.0,1.45,94.0,5.55,256.0,6.5,79.0,1.99,54.0,1.36,25.0,0.64,227.0,5.76,19.0,0.47,2.0,0.06,0.0,0.0,1.0,0.03,7.0,0.18,6.0,0.15,4.0,0.25,11.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332,799,597,3487,298,32,1,7,122,90,35,159,47093004700,35.989064486816915,-84.02007777987117,Tennessee
47093004800,Tennessee,Knox County,1,5224,2255,0,0,0.0,0,0,0,0,0,0,19.3,54750.0,1,1,1,1,1,0,0,0,1401.0,4379.0,1401.0,695.0,2161.0,695.0,4379.0,83.82,2161.0,41.37,895.0,17.13,686.0,13.13,3713.0,71.08,423.0,8.09,58.0,1.12,15.0,0.29,17.0,0.32,152.0,2.92,159.0,3.05,16.0,0.73,336.0,14.91,1401.0,26.82,695.0,13.31,299.0,5.73,220.0,4.22,1186.0,22.71,142.0,2.72,28.0,0.54,0.0,0.01,7.0,0.13,37.0,0.71,38.0,0.73,8.0,0.33,104.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3202,1087,795,4464,458,84,19,21,178,176,15,383,47093004800,36.00735774415334,-84.00122354363627,Tennessee
47093004900,Tennessee,Knox County,1,5204,2374,0,0,0.0,0,0,0,0,0,0,6.5,72307.0,1,1,1,1,1,0,0,0,2560.0,4218.0,2560.0,497.0,887.0,497.0,4218.0,81.06,887.0,17.04,862.0,16.56,636.0,12.23,3862.0,74.2,197.0,3.79,77.0,1.48,0.0,0.0,10.0,0.18,73.0,1.4,64.0,1.24,31.0,1.31,155.0,6.52,2560.0,49.2,497.0,9.55,627.0,12.05,368.0,7.07,2401.0,46.14,69.0,1.32,50.0,0.96,0.0,0.0,3.0,0.07,37.0,0.72,36.0,0.69,11.0,0.48,83.0,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174,1024,817,4750,252,99,2,11,90,82,48,186,47093004900,36.026863732138025,-83.9729472291136,Tennessee
47093005000,Tennessee,Knox County,1,3825,1756,0,9,0.24,0,0,0,0,0,0,12.8,60093.0,1,1,1,1,1,0,0,0,775.0,2838.0,775.0,238.0,1016.0,238.0,2838.0,74.2,1016.0,26.57,573.0,14.98,422.0,11.02,2635.0,68.9,96.0,2.51,10.0,0.26,1.0,0.02,14.0,0.36,82.0,2.14,50.0,1.31,75.0,4.28,243.0,13.82,775.0,20.26,238.0,6.23,163.0,4.26,138.0,3.6,746.0,19.49,16.0,0.43,1.0,0.04,0.0,0.0,2.0,0.05,9.0,0.25,11.0,0.3,16.0,0.91,62.0,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,743,603,3528,159,21,1,16,100,70,107,331,47093005000,36.040845586598536,-83.94113586583605,Tennessee
47093005100,Tennessee,Knox County,1,6030,2367,0,246,4.08,0,0,0,0,0,0,2.6,89688.0,1,1,1,1,1,0,0,0,4508.0,6023.0,4508.0,483.0,747.0,483.0,6023.0,99.88,747.0,12.39,1340.0,22.23,1073.0,17.8,5589.0,92.68,253.0,4.19,67.0,1.11,4.0,0.07,9.0,0.15,102.0,1.69,129.0,2.13,81.0,3.4,47.0,2.01,4508.0,74.77,483.0,8.01,968.0,16.05,914.0,15.16,4221.0,70.0,172.0,2.86,47.0,0.78,3.0,0.06,6.0,0.11,58.0,0.97,69.0,1.14,57.0,2.41,35.0,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,1342,1074,5595,253,67,4,9,102,129,87,52,47093005100,36.058251758246016,-83.8963872610822,Tennessee
47093005202,Tennessee,Knox County,0,3511,1373,0,0,0.0,0,0,0,0,0,0,4.6,53601.0,0,0,0,0,0,0,0,0,,,,,,,3166.0,90.17,903.0,25.73,775.0,22.07,419.0,11.93,2641.0,75.21,429.0,12.22,37.0,1.05,0.0,0.0,4.0,0.1,56.0,1.59,49.0,1.4,45.0,3.26,89.0,6.46,2196.0,62.56,681.0,19.4,522.0,14.88,303.0,8.63,1907.0,54.3,237.0,6.76,16.0,0.44,0.0,0.0,2.0,0.06,35.0,0.99,30.0,0.85,40.0,2.89,63.0,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,859,464,2910,487,44,0,4,66,55,48,104,47093005202,36.037584794217885,-83.82754148661779,Tennessee
47093005301,Tennessee,Knox County,0,4257,1738,0,0,0.0,0,0,0,0,0,0,2.9,71500.0,0,0,0,0,0,0,0,0,,,,,,,3502.0,82.26,1155.0,27.13,717.0,16.85,632.0,14.85,3254.0,76.45,140.0,3.29,15.0,0.35,0.0,0.0,13.0,0.32,79.0,1.86,66.0,1.55,27.0,1.53,126.0,7.27,2353.0,55.28,764.0,17.94,459.0,10.78,454.0,10.67,2200.0,51.67,86.0,2.03,11.0,0.25,0.0,0.0,11.0,0.26,45.0,1.06,47.0,1.09,18.0,1.02,86.0,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482,927,736,3942,186,20,0,15,94,72,32,151,47093005301,36.03116052636828,-83.76907233483642,Tennessee
47093005302,Tennessee,Knox County,0,3722,1451,0,17,0.46,0,0,0,0,0,0,10.8,67446.0,0,0,0,0,0,0,0,0,,,,,,,3613.0,97.06,858.0,23.06,855.0,22.96,525.0,14.11,3448.0,92.63,35.0,0.93,22.0,0.59,0.0,0.0,5.0,0.13,103.0,2.77,103.0,2.76,36.0,2.51,145.0,9.97,2971.0,79.83,666.0,17.89,704.0,18.93,405.0,10.89,2860.0,76.84,29.0,0.78,17.0,0.45,0.0,0.0,5.0,0.13,60.0,1.62,61.0,1.63,36.0,2.47,116.0,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,875,552,3554,37,22,0,5,104,103,43,161,47093005302,36.02077093407701,-83.70484612690034,Tennessee
47093005401,Tennessee,Knox County,0,3474,1473,0,7,0.2,0,0,0,0,0,0,16.1,66944.0,0,0,0,0,0,0,0,0,,,,,,,3474.0,100.0,1312.0,37.76,680.0,19.57,703.0,20.24,3278.0,94.36,129.0,3.71,8.0,0.23,0.0,0.0,12.0,0.35,47.0,1.35,46.0,1.32,59.0,4.01,170.0,11.54,3474.0,100.0,1312.0,37.76,680.0,19.57,703.0,20.24,3278.0,94.36,129.0,3.71,8.0,0.23,0.0,0.0,12.0,0.35,47.0,1.35,46.0,1.32,59.0,4.01,170.0,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,680,703,3278,129,8,0,12,47,46,55,169,47093005401,35.97352336589029,-83.8144646429269,Tennessee
47093005402,Tennessee,Knox County,0,3246,1274,0,0,0.0,0,0,0,0,0,1,22.7,55625.0,0,0,0,0,0,0,0,0,,,,,,,3246.0,100.0,1294.0,39.87,697.0,21.47,492.0,15.16,3094.0,95.32,82.0,2.53,3.0,0.09,0.0,0.0,11.0,0.34,56.0,1.73,42.0,1.29,81.0,6.33,180.0,14.12,3246.0,100.0,1294.0,39.87,697.0,21.47,492.0,15.16,3094.0,95.32,82.0,2.53,3.0,0.09,0.0,0.0,11.0,0.34,56.0,1.73,42.0,1.29,81.0,6.33,180.0,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,697,492,3094,82,3,0,11,56,42,70,156,47093005402,35.975847252654866,-83.72268298279226,Tennessee
47093005501,Tennessee,Knox County,0,2723,1159,0,0,0.0,0,0,0,0,0,0,9.2,64531.0,0,0,0,0,0,0,0,0,,,,,,,2467.0,90.6,831.0,30.5,484.0,17.76,385.0,14.14,2363.0,86.78,35.0,1.29,19.0,0.71,0.0,0.0,5.0,0.18,45.0,1.64,35.0,1.27,18.0,1.56,156.0,13.44,1746.0,64.12,590.0,21.68,344.0,12.64,267.0,9.79,1671.0,61.35,24.0,0.88,14.0,0.53,0.0,0.0,4.0,0.15,33.0,1.21,20.0,0.73,13.0,1.13,110.0,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,523,462,2614,35,20,0,5,49,37,21,179,47093005501,35.926616584768595,-83.83112322289543,Tennessee
47093005502,Tennessee,Knox County,0,3339,1167,0,444,13.3,0,0,0,0,0,1,15.7,45114.0,0,0,0,0,0,0,0,0,,,,,,,3339.0,100.0,1502.0,44.99,598.0,17.91,446.0,13.36,3257.0,97.54,19.0,0.57,11.0,0.33,1.0,0.03,8.0,0.24,43.0,1.29,41.0,1.23,28.0,2.4,166.0,14.24,3338.0,99.99,1502.0,44.98,598.0,17.91,446.0,13.35,3257.0,97.53,19.0,0.57,11.0,0.33,1.0,0.03,8.0,0.24,43.0,1.29,41.0,1.23,28.0,2.4,166.0,14.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367,598,446,3257,19,11,1,8,43,41,27,162,47093005502,35.931665268141586,-83.76231969164682,Tennessee
47093005602,Tennessee,Knox County,0,4047,1597,0,0,0.0,0,0,0,0,0,0,10.2,73176.0,0,0,0,0,0,0,0,0,,,,,,,4047.0,100.0,957.0,23.65,882.0,21.79,587.0,14.5,3937.0,97.28,23.0,0.57,19.0,0.47,2.0,0.05,12.0,0.3,54.0,1.33,52.0,1.28,70.0,4.39,164.0,10.25,3999.0,98.81,944.0,23.32,872.0,21.55,578.0,14.29,3889.0,96.1,23.0,0.57,19.0,0.47,2.0,0.05,12.0,0.3,53.0,1.32,51.0,1.25,70.0,4.37,162.0,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,882,587,3937,23,19,2,12,54,52,66,152,47093005602,35.87139071178131,-83.86554104912345,Tennessee
47093005603,Tennessee,Knox County,1,3374,1456,0,0,0.0,0,0,0,0,0,0,3.8,79141.0,1,1,1,1,1,0,0,0,2341.0,3163.0,2341.0,357.0,481.0,357.0,3163.0,93.75,481.0,14.26,595.0,17.63,573.0,16.99,3013.0,89.3,63.0,1.87,14.0,0.43,2.0,0.06,7.0,0.21,64.0,1.89,73.0,2.16,17.0,1.16,38.0,2.63,2341.0,69.39,357.0,10.59,449.0,13.3,406.0,12.04,2223.0,65.88,50.0,1.48,12.0,0.34,1.0,0.04,5.0,0.14,51.0,1.5,49.0,1.46,11.0,0.76,28.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,630,617,3216,64,17,2,7,68,76,21,42,47093005603,35.90197125610087,-83.87394512739222,Tennessee
47093005604,Tennessee,Knox County,0,2700,1151,0,11,0.41,0,0,0,0,0,0,10.8,66183.0,0,0,0,0,0,0,0,0,,,,,,,2694.0,99.77,936.0,34.68,489.0,18.11,627.0,23.23,2599.0,96.27,46.0,1.69,18.0,0.67,0.0,0.0,3.0,0.11,28.0,1.03,40.0,1.48,90.0,7.78,106.0,9.24,2528.0,93.62,873.0,32.34,457.0,16.92,599.0,22.18,2442.0,90.45,40.0,1.49,18.0,0.67,0.0,0.0,2.0,0.06,26.0,0.96,38.0,1.41,87.0,7.57,100.0,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,490,628,2605,46,18,0,3,28,40,85,101,47093005604,35.89143775777891,-83.93648119569858,Tennessee
47093005701,Tennessee,Knox County,1,4626,1868,0,0,0.0,0,0,0,0,0,0,6.0,128036.0,1,1,1,1,1,0,0,0,3128.0,4247.0,3128.0,367.0,525.0,367.0,4247.0,91.8,525.0,11.36,999.0,21.6,656.0,14.18,4087.0,88.34,63.0,1.36,33.0,0.7,2.0,0.04,7.0,0.15,56.0,1.2,63.0,1.36,24.0,1.3,31.0,1.67,3128.0,67.62,367.0,7.93,727.0,15.71,541.0,11.7,3018.0,65.23,36.0,0.78,23.0,0.49,2.0,0.04,5.0,0.12,44.0,0.96,43.0,0.94,19.0,1.01,23.0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,1052,707,4446,67,36,2,10,65,77,27,36,47093005701,35.888705969959005,-84.0014588813846,Tennessee
47093005704,Tennessee,Knox County,1,5864,2773,0,0,0.0,0,0,0,0,0,0,8.3,78490.0,1,1,1,1,1,0,0,0,2029.0,4574.0,2029.0,276.0,771.0,276.0,4574.0,78.01,771.0,13.15,883.0,15.07,622.0,10.62,4074.0,69.47,193.0,3.28,175.0,2.99,7.0,0.12,14.0,0.24,112.0,1.91,149.0,2.54,54.0,1.95,42.0,1.53,2029.0,34.59,276.0,4.71,434.0,7.4,207.0,3.53,1834.0,31.28,63.0,1.08,81.0,1.38,0.0,0.0,4.0,0.07,46.0,0.79,53.0,0.91,17.0,0.61,18.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,1112,774,5150,289,226,8,21,170,215,73,58,47093005704,35.91081856635051,-84.06725414206954,Tennessee
47093005706,Tennessee,Knox County,1,3640,1485,0,0,0.0,0,0,0,0,0,0,5.9,117778.0,1,1,1,1,1,0,0,0,927.0,2625.0,927.0,164.0,484.0,164.0,2625.0,72.11,484.0,13.29,644.0,17.7,398.0,10.92,2311.0,63.5,98.0,2.7,149.0,4.09,0.0,0.0,3.0,0.09,63.0,1.73,62.0,1.69,80.0,5.39,20.0,1.35,927.0,25.46,164.0,4.51,241.0,6.62,161.0,4.43,845.0,23.23,22.0,0.6,44.0,1.22,0.0,0.0,1.0,0.03,14.0,0.39,14.0,0.39,22.0,1.46,7.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,867,594,3229,135,181,0,7,88,103,138,34,47093005706,35.90458436546597,-84.09953447577486,Tennessee
47093005707,Tennessee,Knox County,1,3270,1208,0,0,0.0,0,0,0,0,0,0,3.2,113125.0,1,1,1,1,1,0,0,0,2852.0,3270.0,2852.0,295.0,334.0,295.0,3270.0,100.0,334.0,10.21,930.0,28.44,318.0,9.72,2812.0,85.99,83.0,2.54,322.0,9.85,0.0,0.0,4.0,0.12,49.0,1.5,69.0,2.11,19.0,1.61,18.0,1.53,2852.0,87.22,295.0,9.03,825.0,25.22,283.0,8.65,2443.0,74.71,72.0,2.2,291.0,8.89,0.0,0.0,4.0,0.12,42.0,1.28,56.0,1.73,15.0,1.21,16.0,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,930,318,2812,83,322,0,4,49,69,19,19,47093005707,35.883206816508235,-84.09772397585415,Tennessee
47093005708,Tennessee,Knox County,1,3069,1110,0,0,0.0,0,0,0,0,0,0,0.0,113882.0,1,1,1,1,1,0,0,0,2795.0,3069.0,2795.0,165.0,182.0,165.0,3069.0,100.0,182.0,5.92,916.0,29.85,174.0,5.67,2807.0,91.46,67.0,2.18,116.0,3.78,0.0,0.0,10.0,0.33,69.0,2.25,53.0,1.73,17.0,1.56,0.0,0.0,2795.0,91.08,165.0,5.39,838.0,27.32,158.0,5.15,2559.0,83.37,61.0,1.99,107.0,3.49,0.0,0.0,9.0,0.3,59.0,1.93,49.0,1.6,16.0,1.43,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,916,174,2807,67,116,0,10,69,53,17,0,47093005708,35.86354066331698,-84.10264668097044,Tennessee
47093005709,Tennessee,Knox County,1,1913,682,0,0,0.0,0,0,0,0,0,0,2.8,106765.0,0,1,0,1,0,0,0,0,58.0,1462.0,58.0,5.0,133.0,5.0,1462.0,76.41,133.0,6.95,394.0,20.6,113.0,5.89,1354.0,70.75,22.0,1.14,55.0,2.87,0.0,0.0,4.0,0.2,28.0,1.45,32.0,1.68,4.0,0.61,17.0,2.55,58.0,3.04,5.0,0.28,13.0,0.67,6.0,0.34,54.0,2.83,1.0,0.08,2.0,0.08,0.0,0.0,0.0,0.02,1.0,0.03,2.0,0.1,0.0,0.03,1.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,533,139,1764,30,76,0,6,37,39,6,25,47093005709,35.86081920687188,-84.0874552299037,Tennessee
47093005710,Tennessee,Knox County,1,2057,804,0,0,0.0,0,0,0,0,0,0,8.1,166438.0,1,1,1,1,1,0,0,0,1592.0,1901.0,1592.0,160.0,207.0,160.0,1901.0,92.43,207.0,10.05,430.0,20.91,285.0,13.85,1774.0,86.23,32.0,1.57,73.0,3.54,0.0,0.0,2.0,0.08,21.0,1.02,42.0,2.03,0.0,0.0,12.0,1.48,1592.0,77.4,160.0,7.75,363.0,17.66,241.0,11.74,1470.0,71.44,31.0,1.5,71.0,3.45,0.0,0.0,1.0,0.06,19.0,0.94,37.0,1.8,0.0,0.0,10.0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,450,312,1924,33,74,0,2,24,42,0,14,47093005710,35.851391519965425,-84.07176463932682,Tennessee
47093005711,Tennessee,Knox County,1,5513,1920,0,0,0.0,0,0,0,0,0,0,2.5,99677.0,1,1,1,1,1,0,0,0,2680.0,4291.0,2680.0,220.0,448.0,220.0,4291.0,77.84,448.0,8.13,1320.0,23.95,336.0,6.09,3863.0,70.07,127.0,2.31,183.0,3.33,4.0,0.08,5.0,0.09,109.0,1.97,108.0,1.96,0.0,0.0,40.0,2.09,2680.0,48.62,220.0,4.0,830.0,15.05,227.0,4.11,2423.0,43.95,64.0,1.17,127.0,2.3,0.0,0.0,3.0,0.05,63.0,1.14,58.0,1.06,0.0,0.0,25.0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,1693,387,4943,174,223,5,10,158,141,0,53,47093005711,35.87544953788623,-84.07561075201687,Tennessee
47093005803,Tennessee,Knox County,1,2635,1058,0,1,0.04,0,0,0,0,0,0,2.8,84803.0,0,1,0,1,0,0,0,0,75.0,1466.0,75.0,10.0,204.0,10.0,1466.0,55.65,204.0,7.76,317.0,12.01,225.0,8.54,1324.0,50.26,65.0,2.45,46.0,1.73,0.0,0.01,4.0,0.13,28.0,1.07,84.0,3.19,9.0,0.89,27.0,2.56,75.0,2.84,10.0,0.4,14.0,0.52,11.0,0.41,71.0,2.7,0.0,0.02,3.0,0.1,0.0,0.0,0.0,0.0,1.0,0.03,2.0,0.08,0.0,0.04,1.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,600,366,2404,87,103,1,5,35,116,17,49,47093005803,35.89773926719989,-84.14869454960021,Tennessee
